route,locale,page_type,compliance_tier,audit_status,audit_score,target_source,target_cluster,primary_keyword,secondary_keywords,suggested_title,suggested_h1,suggested_h2,current_title_hit,current_h1_hit,current_h2_hit,current_body_hit,next_action
/en/accessories/fc-ln95-dual-light-gimbal,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-LN95 Electro-Optical Gimbal,drone accessories | UAV components | industrial UAV parts,FC-LN95 Electro-Optical Gimbal | N-TET,FC-LN95 Electro-Optical Gimbal,FC-LN95 Electro-Optical Gimbal Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-max-5330,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-MAX 5330 UAV Motor,drone accessories | UAV components | industrial UAV parts,FC-MAX 5330 UAV Motor | N-TET,FC-MAX 5330 UAV Motor,FC-MAX 5330 UAV Motor Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-mesh-100,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-Mesh-100 UAV Data Link,drone accessories | UAV components | industrial UAV parts,FC-Mesh-100 UAV Data Link | N-TET,FC-Mesh-100 UAV Data Link,FC-Mesh-100 UAV Data Link Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-mini-l10tr-smart-optical-pod,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-MiniL10TR Electro-Optical Gimbal,drone accessories | UAV components | industrial UAV parts,FC-MiniL10TR Electro-Optical Gimbal | N-TET,FC-MiniL10TR Electro-Optical Gimbal,FC-MiniL10TR Electro-Optical Gimbal Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-pab-propeller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-PAB UAV Propeller,drone accessories | UAV components | industrial UAV parts,FC-PAB UAV Propeller | N-TET,FC-PAB UAV Propeller,FC-PAB UAV Propeller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-pad-propeller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-PAD UAV Propeller,drone accessories | UAV components | industrial UAV parts,FC-PAD UAV Propeller | N-TET,FC-PAD UAV Propeller,FC-PAD UAV Propeller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-pae-propeller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-PAE UAV Propeller,drone accessories | UAV components | industrial UAV parts,FC-PAE UAV Propeller | N-TET,FC-PAE UAV Propeller,FC-PAE UAV Propeller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-pbf-propeller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-PBF UAV Propeller,drone accessories | UAV components | industrial UAV parts,FC-PBF UAV Propeller | N-TET,FC-PBF UAV Propeller,FC-PBF UAV Propeller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-rm10x,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-RM10X UAV Motor,drone accessories | UAV components | industrial UAV parts,FC-RM10X UAV Motor | N-TET,FC-RM10X UAV Motor,FC-RM10X UAV Motor Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-rm30,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-RM30 UAV Motor,drone accessories | UAV components | industrial UAV parts,FC-RM30 UAV Motor | N-TET,FC-RM30 UAV Motor,FC-RM30 UAV Motor Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-sjl-100,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-100 UAV Data Link,drone accessories | UAV components | industrial UAV parts,FC-SJL-100 UAV Data Link | N-TET,FC-SJL-100 UAV Data Link,FC-SJL-100 UAV Data Link Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-sjl-200,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-200 UAV Data Link,drone accessories | UAV components | industrial UAV parts,FC-SJL-200 UAV Data Link | N-TET,FC-SJL-200 UAV Data Link,FC-SJL-200 UAV Data Link Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-sjl-30,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-30 UAV Data Link,drone accessories | UAV components | industrial UAV parts,FC-SJL-30 UAV Data Link | N-TET,FC-SJL-30 UAV Data Link,FC-SJL-30 UAV Data Link Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-sjl-380,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-380 UAV Data Link,drone accessories | UAV components | industrial UAV parts,FC-SJL-380 UAV Data Link | N-TET,FC-SJL-380 UAV Data Link,FC-SJL-380 UAV Data Link Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-sjl-50,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-SJL-50 UAV Data Link,drone accessories | UAV components | industrial UAV parts,FC-SJL-50 UAV Data Link | N-TET,FC-SJL-50 UAV Data Link,FC-SJL-50 UAV Data Link Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-u10-pro,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-U10-PRO Flight Controller,drone accessories | UAV components | industrial UAV parts,FC-U10-PRO Flight Controller | N-TET,FC-U10-PRO Flight Controller,FC-U10-PRO Flight Controller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-u110,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-U110 UAV Motor,drone accessories | UAV components | industrial UAV parts,FC-U110 UAV Motor | N-TET,FC-U110 UAV Motor,FC-U110 UAV Motor Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-u12,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-U12 Flight Controller,drone accessories | UAV components | industrial UAV parts,FC-U12 Flight Controller | N-TET,FC-U12 Flight Controller,FC-U12 Flight Controller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-u8013,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-U8013 UAV Motor,drone accessories | UAV components | industrial UAV parts,FC-U8013 UAV Motor | N-TET,FC-U8013 UAV Motor,FC-U8013 UAV Motor Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-u9-ag,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-U9-AG Agricultural Flight Controller,drone accessories | UAV components | industrial UAV parts,FC-U9-AG Agricultural Flight Controller | N-TET,FC-U9-AG Agricultural Flight Controller,FC-U9-AG Agricultural Flight Controller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-w2u-propeller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-W2U UAV Propeller,drone accessories | UAV components | industrial UAV parts,FC-W2U UAV Propeller | N-TET,FC-W2U UAV Propeller,FC-W2U UAV Propeller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-x8030,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-X8030 UAV Motor,drone accessories | UAV components | industrial UAV parts,FC-X8030 UAV Motor | N-TET,FC-X8030 UAV Motor,FC-X8030 UAV Motor Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-xh14,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-XH14 UAV Motor,drone accessories | UAV components | industrial UAV parts,FC-XH14 UAV Motor | N-TET,FC-XH14 UAV Motor,FC-XH14 UAV Motor Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-yk15-remote-controller,en,accessory_detail,normal,strong,100,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-YK15 UAV Remote Controller,drone accessories | UAV components | industrial UAV parts,FC-YK15 UAV Remote Controller | N-TET,FC-YK15 UAV Remote Controller,FC-YK15 UAV Remote Controller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-yk24-remote-controller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-YK24 UAV Remote Controller,drone accessories | UAV components | industrial UAV parts,FC-YK24 UAV Remote Controller | N-TET,FC-YK24 UAV Remote Controller,FC-YK24 UAV Remote Controller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-yk32-remote-controller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-YK32 UAV Remote Controller,drone accessories | UAV components | industrial UAV parts,FC-YK32 UAV Remote Controller | N-TET,FC-YK32 UAV Remote Controller,FC-YK32 UAV Remote Controller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/accessories/fc-ykrc7-remote-controller,en,accessory_detail,normal,strong,85,google_ads_keyword_library_unplanned,General Drone/UAV Broad,FC-YKRC7 UAV Remote Controller,drone accessories | UAV components | industrial UAV parts,FC-YKRC7 UAV Remote Controller | N-TET,FC-YKRC7 UAV Remote Controller,FC-YKRC7 UAV Remote Controller Technical Specifications,true,true,true,true,补入关键词规划表，再决定是否改页面
/en/cases,en,case_index,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,UAV inspection cases,power line UAV patrol | low altitude monitoring case | water conservancy UAV patrol | refinery monitoring case,UAV Inspection Cases Case | N-TET,UAV Inspection Cases,UAV Inspection Cases Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/anhui-flood-season-uav-patrol,en,case_detail,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,Anhui Flood-Season Emergency UAV Patrol,N-TET,Anhui Flood-Season Emergency UAV Patrol Case | N-TET,Anhui Flood-Season Emergency UAV Patrol,Anhui Flood-Season Emergency UAV Patrol Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/brazil-refinery-low-altitude-monitoring,en,case_detail,normal,strong,100,inferred_from_page_topic,Deployment Case Evidence,Airspace Monitoring Case of a Refinery in Brazil,N-TET,Airspace Monitoring Case Of A Refinery In Brazil Case | N-TET,Airspace Monitoring Case Of A Refinery In Brazil,Airspace Monitoring Case Of A Refinery In Brazil Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/ice-snow-emergency-uav-inspection,en,case_detail,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,Ice and Snow Disaster Emergency UAV Inspection,N-TET,Ice And Snow Disaster Emergency UAV Inspection Case | N-TET,Ice And Snow Disaster Emergency UAV Inspection,Ice And Snow Disaster Emergency UAV Inspection Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/lidar-tree-obstruction-uav-inspection,en,case_detail,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,LiDAR Tree-Obstruction UAV Inspection,N-TET,LiDAR Tree-Obstruction UAV Inspection Case | N-TET,LiDAR Tree-Obstruction UAV Inspection,LiDAR Tree-Obstruction UAV Inspection Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/nigeria-factory-low-altitude-monitoring,en,case_detail,normal,strong,100,inferred_from_page_topic,Deployment Case Evidence,Airspace Monitoring Case of a Group Factory in Nigeria,N-TET,Airspace Monitoring Case Of A Group Factory In Nigeria Case | N-TET,Airspace Monitoring Case Of A Group Factory In Nigeria,Airspace Monitoring Case Of A Group Factory In Nigeria Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/pakistan-power-plant-low-altitude-monitoring,en,case_detail,normal,strong,100,inferred_from_page_topic,Deployment Case Evidence,Airspace Monitoring Case of a Power Plant in Pakistan,N-TET,Airspace Monitoring Case Of A Power Plant In Pakistan Case | N-TET,Airspace Monitoring Case Of A Power Plant In Pakistan,Airspace Monitoring Case Of A Power Plant In Pakistan Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/southern-grid-wildfire-uav-inspection,en,case_detail,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,Southern Grid Wildfire Prevention UAV Inspection,N-TET,Southern Grid Wildfire Prevention UAV Inspection Case | N-TET,Southern Grid Wildfire Prevention UAV Inspection,Southern Grid Wildfire Prevention UAV Inspection Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/wildfire-emergency-transmission-line-uav-patrol,en,case_detail,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,Wildfire Emergency Transmission-Line UAV Patrol,N-TET,Wildfire Emergency Transmission-Line UAV Patrol Case | N-TET,Wildfire Emergency Transmission-Line UAV Patrol,Wildfire Emergency Transmission-Line UAV Patrol Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/cases/zhaoqing-long-distance-power-line-uav-inspection,en,case_detail,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,Zhaoqing Long-Distance Power-Line UAV Inspection,N-TET,Zhaoqing Long-Distance Power-Line UAV Inspection Case | N-TET,Zhaoqing Long-Distance Power-Line UAV Inspection,Zhaoqing Long-Distance Power-Line UAV Inspection Project Overview,true,true,true,true,按案例场景词做 E-E-A-T 支撑页，不强制接广告词
/en/contact,en,conversion,normal,strong,100,google_ads_planned_cluster,Industrial UAV Quote,industrial UAV quote,UAV system supplier | drone inspection solution | emergency response UAV | low altitude monitoring equipment,Industrial UAV Quote & Project Consultation | N-TET,Industrial UAV Quote,Industrial UAV Quote Overview,true,true,true,true,按广告关键词规划改 title、description、H1、H2、首段
/en/media,en,media_index,normal,strong,100,inferred_from_page_topic,Industrial UAV Systems,industrial UAV news,low altitude economy | tethered UAV surveillance | industrial UAV redundancy | border surveillance UAV network,Industrial UAV News Insights | N-TET,Industrial UAV News,Industrial UAV News Insights,true,true,true,true,按文章主题词做资讯 SEO，不强制接广告词
/en/media/border-surveillance-uav-network-2026,en,media_detail,normal,partial,70,inferred_from_page_topic,Perimeter Intelligence,UAV and EO/IR Networks Improve Remote Patrol Visibility,N-TET,UAV And EO/IR Networks Improve Remote Patrol Visibility Insights | N-TET,UAV And EO/IR Networks Improve Remote Patrol Visibility,UAV And EO/IR Networks Improve Remote Patrol Visibility Insights,true,true,false,true,按文章主题词做资讯 SEO，不强制接广告词
/en/media/industrial-uav-redundancy-2026,en,media_detail,normal,partial,70,inferred_from_page_topic,Industrial UAV Systems,Dual-Redundant Flight Control: How Industrial UAVs Achieve Mission-Grade Reliability,N-TET,Dual-Redundant Flight Control: How Industrial UAVs Achieve Mission-Grade Reliability Insights | N-TET,Dual-Redundant Flight Control: How Industrial UAVs Achieve Mission-Grade Reliability,Dual-Redundant Flight Control: How Industrial UAVs Achieve Mission-Grade Reliability Insights,true,true,false,true,按文章主题词做资讯 SEO，不强制接广告词
