route,locale,canonical_english_route,page_type,compliance_tier,audit_status,audit_score,primary_keyword,keyword_count,meta_keywords,title_hit,description_hit,h1_hit,h2_hit,body_hit,keyword_density_pct,mapping_status,from_google_ads_keywords,mapped_clusters,mapped_cluster_rows,matched_business_groups,matched_ads_keywords,keyword_sources,planned_priority,planned_page_role,implementation_action,issues,title,description,file
/en/accessories/fc-c2t-propeller,en,/en/accessories/fc-c2t-propeller,accessory_detail,normal,strong,85,FC-C2T UAV Propeller,4,FC-C2T UAV Propeller | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.732,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-C2T UAV Propeller | N-TET Drone Accessories,Dimension range: 14~46 in; maximum thrust: 24.99kgf (7850RPM); peak propeller efficiency: 8.49gf/W (3036RPM).,.next/server/app/en/accessories/fc-c2t-propeller.html
/en/accessories/fc-c2u-propeller,en,/en/accessories/fc-c2u-propeller,accessory_detail,normal,strong,85,FC-C2U UAV Propeller,4,FC-C2U UAV Propeller | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.736,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-C2U UAV Propeller | N-TET Drone Accessories,Dimension range: 16~47 in; maximum thrust: 38.70kgf (7279RPM); peak propeller efficiency: 12.63gf/W (2309RPM).,.next/server/app/en/accessories/fc-c2u-propeller.html
/en/accessories/fc-c2ud-propeller,en,/en/accessories/fc-c2ud-propeller,accessory_detail,normal,strong,85,FC-C2UD UAV Propeller,4,FC-C2UD UAV Propeller | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.712,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-C2UD UAV Propeller | N-TET Drone Accessories,Dimension range: 18~40 in; maximum thrust: 37.65kgf (7838RPM); peak propeller efficiency: 6.64gf/W (3720RPM).,.next/server/app/en/accessories/fc-c2ud-propeller.html
/en/accessories/fc-fdj-111,en,/en/accessories/fc-fdj-111,accessory_detail,normal,strong,100,FC-FDJ-111 UAV Engine,4,FC-FDJ-111 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.995,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-111 UAV Engine | N-TET Drone Accessories,"FC-FDJ-111 UAV engine with displacement 111.2cm3, power/performance 11.2HP/7500rpm, static thrust 25.5kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-111.html
/en/accessories/fc-fdj-120,en,/en/accessories/fc-fdj-120,accessory_detail,normal,strong,100,FC-FDJ-120 UAV Engine,4,FC-FDJ-120 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.012,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-120 UAV Engine | N-TET Drone Accessories,"FC-FDJ-120 UAV engine with displacement 120cm3, power/performance 12HP/7500rpm, static thrust 26.5kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-120.html
/en/accessories/fc-fdj-120hd,en,/en/accessories/fc-fdj-120hd,accessory_detail,normal,strong,100,FC-FDJ-120HD UAV Engine,4,FC-FDJ-120HD UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.040,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-120HD UAV Engine | N-TET Drone Accessories,"FC-FDJ-120HD UAV engine with displacement 120cm3, power/performance 7.35KW(0altitude)/8000rpm.",.next/server/app/en/accessories/fc-fdj-120hd.html
/en/accessories/fc-fdj-170,en,/en/accessories/fc-fdj-170,accessory_detail,normal,strong,100,FC-FDJ-170 UAV Engine,4,FC-FDJ-170 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.020,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-170 UAV Engine | N-TET Drone Accessories,"FC-FDJ-170 UAV engine with displacement 170cm3, power/performance 17.5HP/7500rpm, static thrust 35kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-170.html
/en/accessories/fc-fdj-200,en,/en/accessories/fc-fdj-200,accessory_detail,normal,strong,100,FC-FDJ-200 UAV Engine,4,FC-FDJ-200 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.030,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-200 UAV Engine | N-TET Drone Accessories,"FC-FDJ-200 UAV engine with displacement 200CC, power/performance 20HP/7500rpm.",.next/server/app/en/accessories/fc-fdj-200.html
/en/accessories/fc-fdj-222,en,/en/accessories/fc-fdj-222,accessory_detail,normal,strong,100,FC-FDJ-222 UAV Engine,4,FC-FDJ-222 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.012,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-222 UAV Engine | N-TET Drone Accessories,"FC-FDJ-222 UAV engine with displacement 222.5cm3, power/performance 21.5HP/7500rpm, static thrust 51kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-222.html
/en/accessories/fc-fdj-430,en,/en/accessories/fc-fdj-430,accessory_detail,normal,strong,100,FC-FDJ-430 UAV Engine,4,FC-FDJ-430 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.913,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-430 UAV Engine | N-TET Drone Accessories,"FC-FDJ-430 UAV engine with displacement 430.8cc, power/performance 42HP at 6800 RPM, static thrust 110kg.",.next/server/app/en/accessories/fc-fdj-430.html
/en/accessories/fc-fdj-55,en,/en/accessories/fc-fdj-55,accessory_detail,normal,strong,100,FC-FDJ-55 UAV Engine,4,FC-FDJ-55 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.991,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-55 UAV Engine | N-TET Drone Accessories,"FC-FDJ-55 UAV engine with displacement 55.6cm3, power/performance 5.5HP/8500rpm, static thrust 14.5kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-55.html
/en/accessories/fc-fdj-60,en,/en/accessories/fc-fdj-60,accessory_detail,normal,strong,100,FC-FDJ-60 UAV Engine,4,FC-FDJ-60 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.012,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-60 UAV Engine | N-TET Drone Accessories,"FC-FDJ-60 UAV engine with displacement 61cm3, power/performance 7HP/8500rpm, static thrust 15.2kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-60.html
/en/accessories/fc-fdj-61,en,/en/accessories/fc-fdj-61,accessory_detail,normal,strong,100,FC-FDJ-61 UAV Engine,4,FC-FDJ-61 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.012,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-61 UAV Engine | N-TET Drone Accessories,"FC-FDJ-61 UAV engine with displacement 60cm3, power/performance 6HP/7500rpm, static thrust 15kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-61.html
/en/accessories/fc-fdj-70hd,en,/en/accessories/fc-fdj-70hd,accessory_detail,normal,strong,100,FC-FDJ-70HD UAV Engine,4,FC-FDJ-70HD UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.038,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-70HD UAV Engine | N-TET Drone Accessories,"FC-FDJ-70HD UAV engine with displacement 70cm3, power/performance 4.2KW(0altitude)/8300rpm.",.next/server/app/en/accessories/fc-fdj-70hd.html
/en/accessories/fc-fdj-85,en,/en/accessories/fc-fdj-85,accessory_detail,normal,strong,100,FC-FDJ-85 UAV Engine,4,FC-FDJ-85 UAV Engine | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,1.012,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-FDJ-85 UAV Engine | N-TET Drone Accessories,"FC-FDJ-85 UAV engine with displacement 85cm3, power/performance 8.5HP/9000rpm, static thrust 21kg/altitude 100m.",.next/server/app/en/accessories/fc-fdj-85.html
/en/accessories/fc-l10tr-three-light-gimbal,en,/en/accessories/fc-l10tr-three-light-gimbal,accessory_detail,normal,strong,100,FC-L10TR Electro-Optical Gimbal,4,FC-L10TR Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.714,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-L10TR Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L10TR electro-optical gimbal: 10x continuous optical zoom + thermal imaging + 905nm laser ranging; 5m-1500m laser ranging, weight <=800g.",.next/server/app/en/accessories/fc-l10tr-three-light-gimbal.html
/en/accessories/fc-l40-smart-optical-pod,en,/en/accessories/fc-l40-smart-optical-pod,accessory_detail,normal,strong,100,FC-L40 Electro-Optical Gimbal,4,FC-L40 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.792,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-L40 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L40 electro-optical gimbal: 40x visible-light optical zoom; Weight <=1kg, dimensions <=Phi115mm x 175mm.",.next/server/app/en/accessories/fc-l40-smart-optical-pod.html
/en/accessories/fc-l40t-dual-light-gimbal,en,/en/accessories/fc-l40t-dual-light-gimbal,accessory_detail,normal,strong,100,FC-L40T Electro-Optical Gimbal,4,FC-L40T Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.739,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-L40T Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L40T electro-optical gimbal: Visible light 1920x1080, 40x zoom range 4.25-170mm; 640x512 thermal imaging, weight <=1.1kg.",.next/server/app/en/accessories/fc-l40t-dual-light-gimbal.html
/en/accessories/fc-l40tr-smart-optical-pod,en,/en/accessories/fc-l40tr-smart-optical-pod,accessory_detail,normal,strong,100,FC-L40TR Electro-Optical Gimbal,4,FC-L40TR Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.720,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-L40TR Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L40TR electro-optical gimbal: 40x visible light + 640x512 thermal imaging + 1535nm laser ranging; 20m-3000m laser ranging, weight <=1.3kg.",.next/server/app/en/accessories/fc-l40tr-smart-optical-pod.html
/en/accessories/fc-l50-smart-optical-pod,en,/en/accessories/fc-l50-smart-optical-pod,accessory_detail,normal,strong,100,FC-L50 Electro-Optical Gimbal,4,FC-L50 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.780,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-L50 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-L50 electro-optical gimbal: 1280 x 1024 uncooled infrared imaging module; 50mm thermal focal length, weight <=1.5kg.",.next/server/app/en/accessories/fc-l50-smart-optical-pod.html
/en/accessories/fc-ln100-dual-light-gimbal,en,/en/accessories/fc-ln100-dual-light-gimbal,accessory_detail,normal,strong,100,FC-LN100 Electro-Optical Gimbal,4,FC-LN100 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.745,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-LN100 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-LN100 electro-optical gimbal: 4K fixed-focus visible light + 640x512 thermal imaging; Weight <=260g, average power 10w.",.next/server/app/en/accessories/fc-ln100-dual-light-gimbal.html
/en/accessories/fc-ln95-dual-light-gimbal,en,/en/accessories/fc-ln95-dual-light-gimbal,accessory_detail,normal,strong,100,FC-LN95 Electro-Optical Gimbal,4,FC-LN95 Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.722,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-LN95 Electro-Optical Gimbal | N-TET Drone Accessories,"FC-LN95 electro-optical gimbal: Fixed-focus dual visible-light cameras, 3840x2160 resolution; Weight <=260g, dimensions <=Phi64mm x 90mm.",.next/server/app/en/accessories/fc-ln95-dual-light-gimbal.html
/en/accessories/fc-max-5330,en,/en/accessories/fc-max-5330,accessory_detail,normal,strong,100,FC-MAX 5330 UAV Motor,4,FC-MAX 5330 UAV Motor | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.278,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-MAX 5330 UAV Motor | N-TET Drone Accessories,FC-MAX 5330 UAV Motor core parameters: Max Thrust: 11 kg / 11.5 kg; Rated Operating Voltage: 12S; KV Value: 220 KV / 260 KV.,.next/server/app/en/accessories/fc-max-5330.html
/en/accessories/fc-mesh-100,en,/en/accessories/fc-mesh-100,accessory_detail,normal,strong,85,FC-Mesh-100 UAV Data Link,4,FC-Mesh-100 UAV Data Link | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.632,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-Mesh-100 UAV Data Link | N-TET Drone Accessories,"FC-Mesh-100 is an airborne self-forming network radio for multi-node UAV communication, relay networking, and air-ground coordination.",.next/server/app/en/accessories/fc-mesh-100.html
/en/accessories/fc-mini-l10tr-smart-optical-pod,en,/en/accessories/fc-mini-l10tr-smart-optical-pod,accessory_detail,normal,strong,100,FC-MiniL10TR Electro-Optical Gimbal,4,FC-MiniL10TR Electro-Optical Gimbal | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.734,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-MiniL10TR Electro-Optical Gimbal | N-TET Drone Accessories,"FC-MiniL10TR electro-optical gimbal: 48MP 10x hybrid zoom visible light + infrared + laser ranging; Weight <=400g, dimensions <=95mm x 97mm x 147mm.",.next/server/app/en/accessories/fc-mini-l10tr-smart-optical-pod.html
/en/accessories/fc-pab-propeller,en,/en/accessories/fc-pab-propeller,accessory_detail,normal,strong,85,FC-PAB UAV Propeller,4,FC-PAB UAV Propeller | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.727,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-PAB UAV Propeller | N-TET Drone Accessories,Dimension range: 15.2~36.2 in; maximum thrust: 26.41kgf (4817RPM); peak propeller efficiency: 17.52gf/W (1476RPM).,.next/server/app/en/accessories/fc-pab-propeller.html
/en/accessories/fc-pad-propeller,en,/en/accessories/fc-pad-propeller,accessory_detail,normal,strong,85,FC-PAD UAV Propeller,4,FC-PAD UAV Propeller | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.727,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-PAD UAV Propeller | N-TET Drone Accessories,Dimension range: 18.3~46.3 in; maximum thrust: 25.10kgf (4663RPM); peak propeller efficiency: 13.99gf/W (1825RPM).,.next/server/app/en/accessories/fc-pad-propeller.html
/en/accessories/fc-pae-propeller,en,/en/accessories/fc-pae-propeller,accessory_detail,normal,strong,85,FC-PAE UAV Propeller,4,FC-PAE UAV Propeller | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.724,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-PAE UAV Propeller | N-TET Drone Accessories,Dimension range: 18.3~32.3 in; maximum thrust: 6.42kgf (6520RPM); peak propeller efficiency: 20.14gf/W (1820RPM).,.next/server/app/en/accessories/fc-pae-propeller.html
/en/accessories/fc-pbf-propeller,en,/en/accessories/fc-pbf-propeller,accessory_detail,normal,strong,85,FC-PBF UAV Propeller,4,FC-PBF UAV Propeller | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.753,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-PBF UAV Propeller | N-TET Drone Accessories,Dimension range: 16.1~48.1 in; maximum thrust: 43.52kgf (3373RPM); peak propeller efficiency: 13.97gf/W (1385RPM).,.next/server/app/en/accessories/fc-pbf-propeller.html
/en/accessories/fc-rm10x,en,/en/accessories/fc-rm10x,accessory_detail,normal,strong,100,FC-RM10X UAV Motor,4,FC-RM10X UAV Motor | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.633,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-RM10X UAV Motor | N-TET Drone Accessories,FC-RM10X UAV Motor core parameters: Max Thrust: 12081g/axis @48Vsea level; Recommended Takeoff Weight: 4500-6000g/axis @48Vsea level.,.next/server/app/en/accessories/fc-rm10x.html
/en/accessories/fc-rm30,en,/en/accessories/fc-rm30,accessory_detail,normal,strong,100,FC-RM30 UAV Motor,4,FC-RM30 UAV Motor | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.241,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,,FC-RM30 UAV Motor | N-TET Drone Accessories,FC-RM30 UAV Motor core parameters: Max Thrust: 74.7 kg / 69.6 kg; Rated Operating Voltage: 96S / 24S; KV Value: 10 KV / 43 KV.,.next/server/app/en/accessories/fc-rm30.html
/en/accessories/fc-sjl-100,en,/en/accessories/fc-sjl-100,accessory_detail,normal,strong,85,FC-SJL-100 UAV Data Link,4,FC-SJL-100 UAV Data Link | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.690,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-SJL-100 UAV Data Link | N-TET Drone Accessories,FC-SJL-100 provides 100km+ air-to-ground video-and-data transmission with a rugged J30J interface layout for UAV and robotic platforms.,.next/server/app/en/accessories/fc-sjl-100.html
/en/accessories/fc-sjl-200,en,/en/accessories/fc-sjl-200,accessory_detail,normal,strong,85,FC-SJL-200 UAV Data Link,4,FC-SJL-200 UAV Data Link | drone accessories | UAV components | industrial UAV parts,true,false,true,true,true,0.688,命中关键词库但未规划,是,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,补入关键词规划表，明确主落地页和辅助词,description 未命中关键词,FC-SJL-200 UAV Data Link | N-TET Drone Accessories,"FC-SJL-200 is an ultra-long-range UAV video-and-data radio supporting 200km+ transmission for integrated video, telemetry, and control links.",.next/server/app/en/accessories/fc-sjl-200.html
