route,locale,page_type,keyword_status,keyword_score,primary_keyword,audit_scope,words,content_paragraphs,h1_count,h2_count,h3_count,image_count,missing_alt_count,internal_links,descriptive_internal_links,schema_types,search_intent_score,content_quality_score,experience_score,expertise_score,authority_score,trust_score,eeat_score,ai_citation_score,priority,issues,recommendations,title,h1,h2,file
/en/accessories/fc-ln100-dual-light-gimbal,en,accessory_detail,strong,100,FC-LN100 Electro-Optical Gimbal,full_inventory,1739,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-LN100 Electro-Optical Gimbal | N-TET Drone Accessories,FC-LN100 Electro-Optical Gimbal,FC-LN100 Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-ln100-dual-light-gimbal.html
/en/accessories/fc-ln95-dual-light-gimbal,en,accessory_detail,strong,100,FC-LN95 Electro-Optical Gimbal,full_inventory,1793,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-LN95 Electro-Optical Gimbal | N-TET Drone Accessories,FC-LN95 Electro-Optical Gimbal,FC-LN95 Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-ln95-dual-light-gimbal.html
/en/accessories/fc-max-5330,en,accessory_detail,strong,100,FC-MAX 5330 UAV Motor,full_inventory,4676,2,1,5,23,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,83,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-MAX 5330 UAV Motor | N-TET Drone Accessories,FC-MAX 5330 UAV Motor,FC-MAX 5330 UAV Motor Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-max-5330.html
/en/accessories/fc-mesh-100,en,accessory_detail,strong,85,FC-Mesh-100 UAV Data Link,full_inventory,1732,6,1,5,22,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-Mesh-100 UAV Data Link | N-TET Drone Accessories,FC-Mesh-100 UAV Data Link,FC-Mesh-100 UAV Data Link Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-mesh-100.html
/en/accessories/fc-mini-l10tr-smart-optical-pod,en,accessory_detail,strong,100,FC-MiniL10TR Electro-Optical Gimbal,full_inventory,1763,4,1,5,18,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,92,P3 保持监测,,,FC-MiniL10TR Electro-Optical Gimbal | N-TET Drone Accessories,FC-MiniL10TR Electro-Optical Gimbal,FC-MiniL10TR Electro-Optical Gimbal Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-mini-l10tr-smart-optical-pod.html
/en/accessories/fc-pab-propeller,en,accessory_detail,strong,85,FC-PAB UAV Propeller,full_inventory,1507,2,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-PAB UAV Propeller | N-TET Drone Accessories,FC-PAB UAV Propeller,FC-PAB UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-pab-propeller.html
/en/accessories/fc-pad-propeller,en,accessory_detail,strong,85,FC-PAD UAV Propeller,full_inventory,1507,2,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-PAD UAV Propeller | N-TET Drone Accessories,FC-PAD UAV Propeller,FC-PAD UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-pad-propeller.html
/en/accessories/fc-pae-propeller,en,accessory_detail,strong,85,FC-PAE UAV Propeller,full_inventory,1513,2,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-PAE UAV Propeller | N-TET Drone Accessories,FC-PAE UAV Propeller,FC-PAE UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-pae-propeller.html
/en/accessories/fc-pbf-propeller,en,accessory_detail,strong,85,FC-PBF UAV Propeller,full_inventory,1453,2,1,5,21,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-PBF UAV Propeller | N-TET Drone Accessories,FC-PBF UAV Propeller,FC-PBF UAV Propeller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-pbf-propeller.html
/en/accessories/fc-rm10x,en,accessory_detail,strong,100,FC-RM10X UAV Motor,full_inventory,2047,2,1,5,23,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,75,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-RM10X UAV Motor | N-TET Drone Accessories,FC-RM10X UAV Motor,FC-RM10X UAV Motor Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-rm10x.html
/en/accessories/fc-rm30,en,accessory_detail,strong,100,FC-RM30 UAV Motor,full_inventory,5397,2,1,5,23,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,83,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-RM30 UAV Motor | N-TET Drone Accessories,FC-RM30 UAV Motor,FC-RM30 UAV Motor Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-rm30.html
/en/accessories/fc-sjl-100,en,accessory_detail,strong,85,FC-SJL-100 UAV Data Link,full_inventory,1586,6,1,5,22,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-SJL-100 UAV Data Link | N-TET Drone Accessories,FC-SJL-100 UAV Data Link,FC-SJL-100 UAV Data Link Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-sjl-100.html
/en/accessories/fc-sjl-200,en,accessory_detail,strong,85,FC-SJL-200 UAV Data Link,full_inventory,1590,6,1,5,22,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-SJL-200 UAV Data Link | N-TET Drone Accessories,FC-SJL-200 UAV Data Link,FC-SJL-200 UAV Data Link Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-sjl-200.html
/en/accessories/fc-sjl-30,en,accessory_detail,strong,85,FC-SJL-30 UAV Data Link,full_inventory,1614,6,1,5,22,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-SJL-30 UAV Data Link | N-TET Drone Accessories,FC-SJL-30 UAV Data Link,FC-SJL-30 UAV Data Link Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-sjl-30.html
/en/accessories/fc-sjl-380,en,accessory_detail,strong,85,FC-SJL-380 UAV Data Link,full_inventory,1592,6,1,5,22,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-SJL-380 UAV Data Link | N-TET Drone Accessories,FC-SJL-380 UAV Data Link,FC-SJL-380 UAV Data Link Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-sjl-380.html
/en/accessories/fc-sjl-50,en,accessory_detail,strong,85,FC-SJL-50 UAV Data Link,full_inventory,1612,6,1,5,22,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-SJL-50 UAV Data Link | N-TET Drone Accessories,FC-SJL-50 UAV Data Link,FC-SJL-50 UAV Data Link Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-sjl-50.html
/en/accessories/fc-u10-pro,en,accessory_detail,strong,85,FC-U10-PRO Flight Controller,full_inventory,1337,4,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-U10-PRO Flight Controller | N-TET Drone Accessories,FC-U10-PRO Flight Controller,FC-U10-PRO Flight Controller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-u10-pro.html
/en/accessories/fc-u110,en,accessory_detail,strong,100,FC-U110 UAV Motor,full_inventory,5119,2,1,5,23,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,91,90,25,25,15,25,90,83,P3 保持监测,有效正文段落偏少,增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面,FC-U110 UAV Motor | N-TET Drone Accessories,FC-U110 UAV Motor,FC-U110 UAV Motor Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-u110.html
/en/accessories/fc-u12,en,accessory_detail,strong,85,FC-U12 Flight Controller,full_inventory,1321,4,1,5,20,22,0,192,175,Organization | ContactPoint | WebSite | Product | BreadcrumbList | ListItem,100,100,25,25,15,25,90,84,P3 保持监测,,,FC-U12 Flight Controller | N-TET Drone Accessories,FC-U12 Flight Controller,FC-U12 Flight Controller Technical Specifications | Get Solution & Quotation | Overview | Technical Specifications | Get Solution & Quotation,.next/server/app/en/accessories/fc-u12.html
