route,locale,page_type,keyword_status,keyword_score,primary_keyword,audit_scope,words,content_paragraphs,h1_count,h2_count,h3_count,image_count,missing_alt_count,internal_links,descriptive_internal_links,schema_types,search_intent_score,content_quality_score,experience_score,expertise_score,authority_score,trust_score,eeat_score,ai_citation_score,priority,issues,recommendations,title,h1,h2,file
/ar/accessories/fc-fdj-111,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-111,full_inventory,883,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-111.html
/ar/accessories/fc-fdj-120,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-120,full_inventory,881,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-120.html
/ar/accessories/fc-fdj-120hd,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-120HD,full_inventory,853,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-120hd.html
/ar/accessories/fc-fdj-170,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-170,full_inventory,871,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-170.html
/ar/accessories/fc-fdj-200,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-200,full_inventory,841,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-200.html
/ar/accessories/fc-fdj-222,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-222,full_inventory,877,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-222.html
/ar/accessories/fc-fdj-430,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-430,full_inventory,891,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-430.html
/ar/accessories/fc-fdj-55,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-55,full_inventory,883,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-55.html
/ar/accessories/fc-fdj-60,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-60,full_inventory,881,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-60.html
/ar/accessories/fc-fdj-61,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-61,full_inventory,877,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-61.html
/ar/accessories/fc-fdj-70hd,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-70HD,full_inventory,853,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-70hd.html
/ar/accessories/fc-fdj-85,ar,accessory_detail,strong,100,محرك UAV FC-FDJ-85,full_inventory,873,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-fdj-85.html
/ar/accessories/fc-l10tr-three-light-gimbal,ar,accessory_detail,strong,100,حامل كهروبصري FC-L10TR,full_inventory,951,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-l10tr-three-light-gimbal.html
/ar/accessories/fc-l40-smart-optical-pod,ar,accessory_detail,strong,100,حامل كهروبصري FC-L40,full_inventory,911,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-l40-smart-optical-pod.html
/ar/accessories/fc-l40t-dual-light-gimbal,ar,accessory_detail,strong,100,حامل كهروبصري FC-L40T,full_inventory,935,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-l40t-dual-light-gimbal.html
/ar/accessories/fc-l40tr-smart-optical-pod,ar,accessory_detail,strong,100,حامل كهروبصري FC-L40TR,full_inventory,949,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-l40tr-smart-optical-pod.html
/ar/accessories/fc-l50-smart-optical-pod,ar,accessory_detail,strong,100,حامل كهروبصري FC-L50,full_inventory,923,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-l50-smart-optical-pod.html
/ar/accessories/fc-ln100-dual-light-gimbal,ar,accessory_detail,strong,100,حامل كهروبصري FC-LN100,full_inventory,951,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-ln100-dual-light-gimbal.html
/ar/accessories/fc-ln95-dual-light-gimbal,ar,accessory_detail,strong,100,حامل كهروبصري FC-LN95,full_inventory,907,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-ln95-dual-light-gimbal.html
/ar/accessories/fc-max-5330,ar,accessory_detail,strong,100,محرك UAV FC-MAX 5330,full_inventory,6954,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-max-5330.html
/ar/accessories/fc-mesh-100,ar,accessory_detail,strong,100,رابط بيانات UAV FC-Mesh-100,full_inventory,874,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-mesh-100.html
/ar/accessories/fc-mini-l10tr-smart-optical-pod,ar,accessory_detail,strong,100,حامل كهروبصري FC-MiniL10TR,full_inventory,915,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-mini-l10tr-smart-optical-pod.html
/ar/accessories/fc-pab-propeller,ar,accessory_detail,strong,100,مروحة UAV FC-PAB,full_inventory,1191,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-pab-propeller.html
/ar/accessories/fc-pad-propeller,ar,accessory_detail,strong,100,مروحة UAV FC-PAD,full_inventory,1191,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-pad-propeller.html
/ar/accessories/fc-pae-propeller,ar,accessory_detail,strong,100,مروحة UAV FC-PAE,full_inventory,1201,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-pae-propeller.html
/ar/accessories/fc-pbf-propeller,ar,accessory_detail,strong,100,مروحة UAV FC-PBF,full_inventory,1091,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-pbf-propeller.html
/ar/accessories/fc-rm10x,ar,accessory_detail,strong,100,محرك UAV FC-RM10X,full_inventory,2015,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-rm10x.html
/ar/accessories/fc-rm30,ar,accessory_detail,strong,100,محرك UAV FC-RM30,full_inventory,8285,0,0,0,0,0,0,0,0,,22,7,0,0,0,8,8,0,P1 需要补内容,"有效正文段落偏少; H2 结构偏薄; 缺少页面类型应有证据：hasSpecs, hasProductSchema, hasInquiry; 缺少 JSON-LD Schema; 描述性内链不足",增加 3-6 个有信息量的段落，避免只靠卡片、导航和短摘要支撑页面; 增加围绕搜索意图的 H2：应用场景、工作流程、技术参数、案例证据、FAQ; 按页面类型补齐证据模块，而不是继续堆关键词; 补充 Organization / Product / Service / Article / BreadcrumbList 等匹配页面类型的 Schema,,,,.next/server/app/ar/accessories/fc-rm30.html
