route,locale,canonical_english_route,page_type,compliance_tier,audit_status,audit_score,primary_keyword,keyword_count,meta_keywords,title_hit,description_hit,h1_hit,h2_hit,body_hit,keyword_density_pct,mapping_status,from_google_ads_keywords,mapped_clusters,mapped_cluster_rows,matched_business_groups,matched_ads_keywords,keyword_sources,planned_priority,planned_page_role,implementation_action,issues,title,description,file
/ar/accessories/fc-fdj-430,ar,/en/accessories/fc-fdj-430,accessory_detail,normal,strong,100,محرك UAV FC-FDJ-430,4,محرك UAV FC-FDJ-430 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.779,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,محرك UAV FC-FDJ-430 | N-TET Drone Accessories,يُستخدم محرك UAV FC-FDJ-430 في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تشغيل مرافق الطاقة والبنية التحتية وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمرا,.next/server/app/ar/accessories/fc-fdj-430.html
/ar/accessories/fc-fdj-55,ar,/en/accessories/fc-fdj-55,accessory_detail,normal,strong,100,محرك UAV FC-FDJ-55,4,محرك UAV FC-FDJ-55 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.783,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,محرك UAV FC-FDJ-55 | N-TET Drone Accessories,يُستخدم محرك UAV FC-FDJ-55 في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تشغيل مرافق الطاقة والبنية التحتية وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراج,.next/server/app/ar/accessories/fc-fdj-55.html
/ar/accessories/fc-fdj-60,ar,/en/accessories/fc-fdj-60,accessory_detail,normal,strong,100,محرك UAV FC-FDJ-60,4,محرك UAV FC-FDJ-60 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.784,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,محرك UAV FC-FDJ-60 | N-TET Drone Accessories,يُستخدم محرك UAV FC-FDJ-60 في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تشغيل مرافق الطاقة والبنية التحتية وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراج,.next/server/app/ar/accessories/fc-fdj-60.html
/ar/accessories/fc-fdj-61,ar,/en/accessories/fc-fdj-61,accessory_detail,normal,strong,100,محرك UAV FC-FDJ-61,4,محرك UAV FC-FDJ-61 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.786,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,محرك UAV FC-FDJ-61 | N-TET Drone Accessories,يُستخدم محرك UAV FC-FDJ-61 في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تشغيل مرافق الطاقة والبنية التحتية وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراج,.next/server/app/ar/accessories/fc-fdj-61.html
/ar/accessories/fc-fdj-70hd,ar,/en/accessories/fc-fdj-70hd,accessory_detail,normal,strong,100,محرك UAV FC-FDJ-70HD,4,محرك UAV FC-FDJ-70HD | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.798,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,محرك UAV FC-FDJ-70HD | N-TET Drone Accessories,يُستخدم محرك UAV FC-FDJ-70HD في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تشغيل مرافق الطاقة والبنية التحتية وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمر,.next/server/app/ar/accessories/fc-fdj-70hd.html
/ar/accessories/fc-fdj-85,ar,/en/accessories/fc-fdj-85,accessory_detail,normal,strong,100,محرك UAV FC-FDJ-85,4,محرك UAV FC-FDJ-85 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.788,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,محرك UAV FC-FDJ-85 | N-TET Drone Accessories,يُستخدم محرك UAV FC-FDJ-85 في مراقبة المجال الجوي وتوثيق الأحداث، مع دعم تشغيل مرافق الطاقة والبنية التحتية وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراج,.next/server/app/ar/accessories/fc-fdj-85.html
/ar/accessories/fc-l10tr-three-light-gimbal,ar,/en/accessories/fc-l10tr-three-light-gimbal,accessory_detail,normal,strong,100,حامل كهروبصري FC-L10TR,4,حامل كهروبصري FC-L10TR | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.750,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,حامل كهروبصري FC-L10TR | N-TET Drone Accessories,يُستخدم حامل كهروبصري FC-L10TR في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تش,.next/server/app/ar/accessories/fc-l10tr-three-light-gimbal.html
/ar/accessories/fc-l40-smart-optical-pod,ar,/en/accessories/fc-l40-smart-optical-pod,accessory_detail,normal,strong,100,حامل كهروبصري FC-L40,4,حامل كهروبصري FC-L40 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.769,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,حامل كهروبصري FC-L40 | N-TET Drone Accessories,يُستخدم حامل كهروبصري FC-L40 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغي,.next/server/app/ar/accessories/fc-l40-smart-optical-pod.html
/ar/accessories/fc-l40t-dual-light-gimbal,ar,/en/accessories/fc-l40t-dual-light-gimbal,accessory_detail,normal,strong,100,حامل كهروبصري FC-L40T,4,حامل كهروبصري FC-L40T | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.757,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,حامل كهروبصري FC-L40T | N-TET Drone Accessories,يُستخدم حامل كهروبصري FC-L40T في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغ,.next/server/app/ar/accessories/fc-l40t-dual-light-gimbal.html
/ar/accessories/fc-l40tr-smart-optical-pod,ar,/en/accessories/fc-l40tr-smart-optical-pod,accessory_detail,normal,strong,100,حامل كهروبصري FC-L40TR,4,حامل كهروبصري FC-L40TR | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.750,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,حامل كهروبصري FC-L40TR | N-TET Drone Accessories,يُستخدم حامل كهروبصري FC-L40TR في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تش,.next/server/app/ar/accessories/fc-l40tr-smart-optical-pod.html
/ar/accessories/fc-l50-smart-optical-pod,ar,/en/accessories/fc-l50-smart-optical-pod,accessory_detail,normal,strong,100,حامل كهروبصري FC-L50,4,حامل كهروبصري FC-L50 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.763,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,حامل كهروبصري FC-L50 | N-TET Drone Accessories,يُستخدم حامل كهروبصري FC-L50 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغي,.next/server/app/ar/accessories/fc-l50-smart-optical-pod.html
/ar/accessories/fc-ln100-dual-light-gimbal,ar,/en/accessories/fc-ln100-dual-light-gimbal,accessory_detail,normal,strong,100,حامل كهروبصري FC-LN100,4,حامل كهروبصري FC-LN100 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.750,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,حامل كهروبصري FC-LN100 | N-TET Drone Accessories,يُستخدم حامل كهروبصري FC-LN100 في تشغيل مرافق الطاقة والبنية التحتية، مع دعم تكامل مكونات UAV ودعم المنصات وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجع,.next/server/app/ar/accessories/fc-ln100-dual-light-gimbal.html
/ar/accessories/fc-ln95-dual-light-gimbal,ar,/en/accessories/fc-ln95-dual-light-gimbal,accessory_detail,normal,strong,100,حامل كهروبصري FC-LN95,4,حامل كهروبصري FC-LN95 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.771,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,حامل كهروبصري FC-LN95 | N-TET Drone Accessories,يُستخدم حامل كهروبصري FC-LN95 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغ,.next/server/app/ar/accessories/fc-ln95-dual-light-gimbal.html
/ar/accessories/fc-max-5330,ar,/en/accessories/fc-max-5330,accessory_detail,normal,strong,100,محرك UAV FC-MAX 5330,4,محرك UAV FC-MAX 5330 | drone accessories | UAV components | industrial UAV parts,true,true,true,true,true,0.158,keyword_library_hit_unplanned,yes,,,General Drone/UAV Broad,drone accessories | UAV components,cleaned_master,,,Add to keyword planning table and define primary landing page plus supporting terms.,,محرك UAV FC-MAX 5330 | N-TET Drone Accessories,يُستخدم محرك UAV FC-MAX 5330 في تكامل مكونات UAV ودعم المنصات، مع دعم التحقق الميداني وتنسيق فرق التشغيل حسب متطلبات الموقع. يساعد الحل على جمع المعلومات، وتوثيق الأحداث، وتحويل بيانات المراقبة إلى إجراءات قابلة للمراجعة دون كشف تفاصيل تشغي,.next/server/app/ar/accessories/fc-max-5330.html
